name;surname;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
丂丄丅丆丏丒丗丟;丠両丣並丩丮丯丱;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
僠僡僢僣僤僥僨僩;僪僫僯僰僱僲僴兛;;;;;;働;僎;僐;僑;僒;僓;僔;僕;僗;僘;僙;僛;僜;僝;僞;儻;;;;;;;;;;;;;;;;;;;;
僷僸價僺僼僽僾僿;儀儁儂儃億儅儈兿;;;;;;僠;僡;僢;僣;僤;僥;僨;僩;僪;僫;僯;僰;僱;僲;僴;兛;;;;;;;;;;;;;;;;;;;;
儉儊儌儍儎儏儐儑;儓儔儕儖儗儘儙冞;;;;;;僷;僸;價;僺;僼;僽;僾;僿;儀;儁;儂;儃;億;儅;儈;兿;;;;;;;;;;;;;;;;;;;;
儛儜儝儞償儠儢儣;儤儥儦儧儨儩優冿;;;;;;儉;儊;儌;儍;儎;儏;儐;儑;儓;儔;儕;儖;儗;儘;儙;冞;;;;;;;;;;;;;;;;;;;;
儬儭儮儯儰儱儲儳;儴儵儶儷儸儹儺凮;;;;;;儛;儜;儝;儞;償;儠;儢;儣;儤;儥;儦;儧;儨;儩;優;冿;;;;;;;;;;;;;;;;;;;;
儼儽儾兂兇兊兌兎;兏児兒兓兗兘兙刜;;;;;;儬;儭;儮;儯;儰;儱;儲;儳;儴;儵;儶;儷;儸;儹;儺;凮;;;;;;;;;;;;;;;;;;;;
兝兞兟兠兡兣兤兦;內兩兪兯兲兺兾刼;;;;;;儼;儽;儾;兂;兇;兊;兌;兎;兏;児;兒;兓;兗;兘;兙;刜;;;;;;;;;;;;;;;;;;;;
冃冄円冇冊冋冎冏;冐冑冓冔冘冚冝剰;;;;;;兝;兞;兟;兠;兡;兣;兤;兦;內;兩;兪;兯;兲;兺;兾;刼;;;;;;;;;;;;;;;;;;;;
冟冡冣冦冧冨冩冪;冭冮冴冸冹冺冾劅;;;;;;冃;冄;円;冇;冊;冋;冎;冏;冐;冑;冓;冔;冘;冚;冝;剰;;;;;;;;;;;;;;;;;;;;
凁凂凃凅凈凊凍凎;凐凒凓凔凕凖凗劘;;;;;;冟;冡;冣;冦;冧;冨;冩;冪;冭;冮;冴;冸;冹;冺;冾;劅;;;;;;;;;;;;;;;;;;;;
凘凙凚凜凞凟凢凣;凥処凧凨凩凪凬効;;;;;;凁;凂;凃;凅;凈;凊;凍;凎;凐;凒;凓;凔;凕;凖;凗;劘;;;;;;;;;;;;;;;;;;;;
凱凲凴凷凾刄刅刉;刋刌刏刐刓刔刕勏;;;;;;凘;凙;凚;凜;凞;凟;凢;凣;凥;処;凧;凨;凩;凪;凬;効;;;;;;;;;;;;;;;;;;;;
刞刟刡刢刣別刦刧;刪刬刯刱刲刴刵勥;;;;;;凱;凲;凴;凷;凾;刄;刅;刉;刋;刌;刏;刐;刓;刔;刕;勏;;;;;;;;;;;;;;;;;;;;
刾剄剅剆則剈剉剋;剎剏剒剓剕剗剘勶;;;;;;刞;刟;刡;刢;刣;別;刦;刧;刪;刬;刯;刱;刲;刴;刵;勥;;;;;;;;;;;;;;;;;;;;
剙剚剛剝剟剠剢剣;剤剦剨剫剬剭剮匫;;;;;;刾;剄;剅;剆;則;剈;剉;剋;剎;剏;剒;剓;剕;剗;剘;勶;;;;;;;;;;;;;;;;;;;;
剱剳剴創剶剷剸剹;剺剻剼剾劀劃劄卂;;;;;;剙;剚;剛;剝;剟;剠;剢;剣;剤;剦;剨;剫;剬;剭;剮;匫;;;;;;;;;;;;;;;;;;;;
劆劇劉劊劋劌劍劎;劏劑劒劔劕劖劗卭;;;;;;剱;剳;剴;創;剶;剷;剸;剹;剺;剻;剼;剾;劀;劃;劄;卂;;;;;;;;;;;;;;;;;;;;
劙劚劜劤劥劦劧劮;劯劰労劵劶劷劸厪;;;;;;劆;劇;劉;劊;劋;劌;劍;劎;劏;劑;劒;劔;劕;劖;劗;卭;;;;;;;;;;;;;;;;;;;;
劺劻劼劽勀勁勂勄;勅勆勈勊勌勍勎厽;;;;;;劙;劚;劜;劤;劥;劦;劧;劮;劯;劰;労;劵;劶;劷;劸;厪;;;;;;;;;;;;;;;;;;;;
勑勓勔動勗務勚勛;勜勝勞勠勡勢勣叝;;;;;;劺;劻;劼;劽;勀;勁;勂;勄;勅;勆;勈;勊;勌;勍;勎;厽;;;;;;;;;;;;;;;;;;;;
勦勧勨勩勪勫勬勭;勮勯勱勲勳勴勵吙;;;;;;勑;勓;勔;動;勗;務;勚;勛;勜;勝;勞;勠;勡;勢;勣;叝;;;;;;;;;;;;;;;;;;;;
勷勸勻勼勽匁匂匃;匄匇匉匊匋匌匎呄;;;;;;勦;勧;勨;勩;勪;勫;勬;勭;勮;勯;勱;勲;勳;勴;勵;吙;;;;;;;;;;;;;;;;;;;;
匑匒匓匔匘匛匜匞;匟匢匤匥匧匨匩呥;;;;;;勷;勸;勻;勼;勽;匁;匂;匃;匄;匇;匉;匊;匋;匌;匎;呄;;;;;;;;;;;;;;;;;;;;
匬匭匯匰匱匲匳匴;匵匶匷匸匼匽區咃;;;;;;匑;匒;匓;匔;匘;匛;匜;匞;匟;匢;匤;匥;匧;匨;匩;呥;;;;;;;;;;;;;;;;;;;;
卄卆卋卌卍卐協単;卙卛卝卥卨卪卬哋;;;;;;匬;匭;匯;匰;匱;匲;匳;匴;匵;匶;匷;匸;匼;匽;區;咃;;;;;;;;;;;;;;;;;;;;
卲卶卹卻卼卽卾厀;厁厃厇厈厊厎厏哶;;;;;;卄;卆;卋;卌;卍;卐;協;単;卙;卛;卝;卥;卨;卪;卬;哋;;;;;;;;;;;;;;;;;;;;
厐厑厒厓厔厖厗厙;厛厜厞厠厡厤厧唎;;;;;;卲;卶;卹;卻;卼;卽;卾;厀;厁;厃;厇;厈;厊;厎;厏;哶;;;;;;;;;;;;;;;;;;;;
厫厬厭厯厰厱厲厳;厴厵厷厸厹厺厼啅;;;;;;厐;厑;厒;厓;厔;厖;厗;厙;厛;厜;厞;厠;厡;厤;厧;唎;;;;;;;;;;;;;;;;;;;;
厾叀參叄叅叆叇収;叏叐叒叓叕叚叜啛;;;;;;厫;厬;厭;厯;厰;厱;厲;厳;厴;厵;厷;厸;厹;厺;厼;啅;;;;;;;;;;;;;;;;;;;;
叞叡叢叧叴叺叾叿;吀吂吅吇吋吔吘啹;;;;;;厾;叀;參;叄;叅;叆;叇;収;叏;叐;叒;叓;叕;叚;叜;啛;;;;;;;;;;;;;;;;;;;;
吚吜吢吤吥吪吰吳;吶吷吺吽吿呁呂喛;;;;;;叞;叡;叢;叧;叴;叺;叾;叿;吀;吂;吅;吇;吋;吔;吘;啹;;;;;;;;;;;;;;;;;;;;
呅呇呉呌呍呎呏呑;呚呝呞呟呠呡呣喯;;;;;;吚;吜;吢;吤;吥;吪;吰;吳;吶;吷;吺;吽;吿;呁;呂;喛;;;;;;;;;;;;;;;;;;;;
呧呩呪呫呬呭呮呯;呰呴呹呺呾呿咁嗊;;;;;;呅;呇;呉;呌;呍;呎;呏;呑;呚;呝;呞;呟;呠;呡;呣;喯;;;;;;;;;;;;;;;;;;;;
咅咇咈咉咊咍咑咓;咗咘咜咞咟咠咡嗭;;;;;;呧;呩;呪;呫;呬;呭;呮;呯;呰;呴;呹;呺;呾;呿;咁;嗊;;;;;;;;;;;;;;;;;;;;
咢咥咮咰咲咵咶咷;咹咺咼咾哃哅哊嘜;;;;;;咅;咇;咈;咉;咊;咍;咑;咓;咗;咘;咜;咞;咟;咠;咡;嗭;;;;;;;;;;;;;;;;;;;;
哖哘哛哠員哢哣哤;哫哬哯哰哱哴哵嘷;;;;;;咢;咥;咮;咰;咲;咵;咶;咷;咹;咺;咼;咾;哃;哅;哊;嘜;;;;;;;;;;;;;;;;;;;;
哷哸哹哻哾唀唂唃;唄唅唈唊唋唌唍噊;;;;;;哖;哘;哛;哠;員;哢;哣;哤;哫;哬;哯;哰;哱;哴;哵;嘷;;;;;;;;;;;;;;;;;;;;
唒唓唕唖唗唘唙唚;唜唝唞唟唡唥唦噺;;;;;;哷;哸;哹;哻;哾;唀;唂;唃;唄;唅;唈;唊;唋;唌;唍;噊;;;;;;;;;;;;;;;;;;;;
唨唩唫唭唲唴唵唶;唸唹唺唻唽啀啂嚐;;;;;;唒;唓;唕;唖;唗;唘;唙;唚;唜;唝;唞;唟;唡;唥;唦;噺;;;;;;;;;;;;;;;;;;;;
啇啈啋啌啍啎問啑;啒啓啔啗啘啙啚嚡;;;;;;唨;唩;唫;唭;唲;唴;唵;唶;唸;唹;唺;唻;唽;啀;啂;嚐;;;;;;;;;;;;;;;;;;;;
啝啞啟啠啢啣啨啩;啫啯啰啱啲啳啴嚳;;;;;;啇;啈;啋;啌;啍;啎;問;啑;啒;啓;啔;啗;啘;啙;啚;嚡;;;;;;;;;;;;;;;;;;;;
啺啽啿喅喆喌喍喎;喐喒喓喕喖喗喚囅;;;;;;啝;啞;啟;啠;啢;啣;啨;啩;啫;啯;啰;啱;啲;啳;啴;嚳;;;;;;;;;;;;;;;;;;;;
喞喠喡喢喣喤喥喦;喨喩喪喫喬喭單囘;;;;;;啺;啽;啿;喅;喆;喌;喍;喎;喐;喒;喓;喕;喖;喗;喚;囅;;;;;;;;;;;;;;;;;;;;
喰喲喴営喸喺喼喿;嗀嗁嗂嗃嗆嗇嗈囷;;;;;;喞;喠;喡;喢;喣;喤;喥;喦;喨;喩;喪;喫;喬;喭;單;囘;;;;;;;;;;;;;;;;;;;;
嗋嗎嗏嗐嗕嗗嗘嗙;嗚嗛嗞嗠嗢嗧嗩圤;;;;;;喰;喲;喴;営;喸;喺;喼;喿;嗀;嗁;嗂;嗃;嗆;嗇;嗈;囷;;;;;;;;;;;;;;;;;;;;
嗮嗰嗱嗴嗶嗸嗹嗺;嗻嗼嗿嘂嘃嘄嘅坃;;;;;;嗋;嗎;嗏;嗐;嗕;嗗;嗘;嗙;嗚;嗛;嗞;嗠;嗢;嗧;嗩;圤;;;;;;;;;;;;;;;;;;;;
嘆嘇嘊嘋嘍嘐嘑嘒;嘓嘔嘕嘖嘗嘙嘚坥;;;;;;嗮;嗰;嗱;嗴;嗶;嗸;嗹;嗺;嗻;嗼;嗿;嘂;嘃;嘄;嘅;坃;;;;;;;;;;;;;;;;;;;;
嘝嘠嘡嘢嘥嘦嘨嘩;嘪嘫嘮嘯嘰嘳嘵垙;;;;;;嘆;嘇;嘊;嘋;嘍;嘐;嘑;嘒;嘓;嘔;嘕;嘖;嘗;嘙;嘚;坥;;;;;;;;;;;;;;;;;;;;
嘸嘺嘼嘽嘾噀噁噂;噃噄噅噆噇噈噉垷;;;;;;嘝;嘠;嘡;嘢;嘥;嘦;嘨;嘩;嘪;嘫;嘮;嘯;嘰;嘳;嘵;垙;;;;;;;;;;;;;;;;;;;;
噋噏噐噑噒噓噕噖;噚噛噝噞噟噠噡埊;;;;;;嘸;嘺;嘼;嘽;嘾;噀;噁;噂;噃;噄;噅;噆;噇;噈;噉;垷;;;;;;;;;;;;;;;;;;;;
噣噥噦噧噭噮噯噰;噲噳噴噵噷噸噹埧;;;;;;噋;噏;噐;噑;噒;噓;噕;噖;噚;噛;噝;噞;噟;噠;噡;埊;;;;;;;;;;;;;;;;;;;;
噽噾噿嚀嚁嚂嚃嚄;嚇嚈嚉嚊嚋嚌嚍埾;;;;;;噣;噥;噦;噧;噭;噮;噯;噰;噲;噳;噴;噵;噷;噸;噹;埧;;;;;;;;;;;;;;;;;;;;
嚑嚒嚔嚕嚖嚗嚘嚙;嚚嚛嚜嚝嚞嚟嚠堖;;;;;;噽;噾;噿;嚀;嚁;嚂;嚃;嚄;嚇;嚈;嚉;嚊;嚋;嚌;嚍;埾;;;;;;;;;;;;;;;;;;;;
嚢嚤嚥嚦嚧嚨嚩嚪;嚫嚬嚭嚮嚰嚱嚲堬;;;;;;嚑;嚒;嚔;嚕;嚖;嚗;嚘;嚙;嚚;嚛;嚜;嚝;嚞;嚟;嚠;堖;;;;;;;;;;;;;;;;;;;;
嚴嚵嚶嚸嚹嚺嚻嚽;嚾嚿囀囁囂囃囄塐;;;;;;嚢;嚤;嚥;嚦;嚧;嚨;嚩;嚪;嚫;嚬;嚭;嚮;嚰;嚱;嚲;堬;;;;;;;;;;;;;;;;;;;;
囆囇囈囉囋囌囍囎;囏囐囑囒囓囕囖塤;;;;;;嚴;嚵;嚶;嚸;嚹;嚺;嚻;嚽;嚾;嚿;囀;囁;囂;囃;囄;塐;;;;;;;;;;;;;;;;;;;;
囙囜団囥囦囧囨囩;囪囬囮囯囲図囶塷;;;;;;囆;囇;囈;囉;囋;囌;囍;囎;囏;囐;囑;囒;囓;囕;囖;塤;;;;;;;;;;;;;;;;;;;;
囸囻囼圀圁圂圅圇;國圌圍圎圏圐圑墢;;;;;;囙;囜;団;囥;囦;囧;囨;囩;囪;囬;囮;囯;囲;図;囶;塷;;;;;;;;;;;;;;;;;;;;
園圓圔圕圖圗團圙;圚圛圝圞圠圡圢墴;;;;;;囸;囻;囼;圀;圁;圂;圅;圇;國;圌;圍;圎;圏;圐;圑;墢;;;;;;;;;;;;;;;;;;;;
圥圦圧圫圱圲圴圵;圶圷圸圼圽圿坁壇;;;;;;園;圓;圔;圕;圖;圗;團;圙;圚;圛;圝;圞;圠;圡;圢;墴;;;;;;;;;;;;;;;;;;;;
坄坅坆坈坉坋坒坓;坔坕坖坘坙坢坣壙;;;;;;圥;圦;圧;圫;圱;圲;圴;圵;圶;圷;圸;圼;圽;圿;坁;壇;;;;;;;;;;;;;;;;;;;;
坧坬坮坰坱坲坴坵;坸坹坺坽坾坿垀壪;;;;;;坄;坅;坆;坈;坉;坋;坒;坓;坔;坕;坖;坘;坙;坢;坣;壙;;;;;;;;;;;;;;;;;;;;
垁垇垈垉垊垍垎垏;垐垑垔垕垖垗垘夁;;;;;;坧;坬;坮;坰;坱;坲;坴;坵;坸;坹;坺;坽;坾;坿;垀;壪;;;;;;;;;;;;;;;;;;;;
垚垜垝垞垟垥垨垪;垬垯垰垱垳垵垶夛;;;;;;垁;垇;垈;垉;垊;垍;垎;垏;垐;垑;垔;垕;垖;垗;垘;夁;;;;;;;;;;;;;;;;;;;;
垹垺垻垼垽垾垿埀;埁埄埅埆埇埈埉奜;;;;;;垚;垜;垝;垞;垟;垥;垨;垪;垬;垯;垰;垱;垳;垵;垶;夛;;;;;;;;;;;;;;;;;;;;
埌埍埐埑埓埖埗埛;埜埞埡埢埣埥埦奯;;;;;;垹;垺;垻;垼;垽;垾;垿;埀;埁;埄;埅;埆;埇;埈;埉;奜;;;;;;;;;;;;;;;;;;;;
埨埩埪埫埬埮埰埱;埲埳埵埶執埻埼妎;;;;;;埌;埍;埐;埑;埓;埖;埗;埛;埜;埞;埡;埢;埣;埥;埦;奯;;;;;;;;;;;;;;;;;;;;
埿堁堃堄堅堈堉堊;堌堎堏堐堒堓堔姀;;;;;;埨;埩;埪;埫;埬;埮;埰;埱;埲;埳;埵;埶;執;埻;埼;妎;;;;;;;;;;;;;;;;;;;;
堗堘堚堛堜堝堟堢;堣堥堦堧堨堩堫姛;;;;;;埿;堁;堃;堄;堅;堈;堉;堊;堌;堎;堏;堐;堒;堓;堔;姀;;;;;;;;;;;;;;;;;;;;
堭堮堯報堲堳場堶;堷堸堹堺堻堼堽姱;;;;;;堗;堘;堚;堛;堜;堝;堟;堢;堣;堥;堦;堧;堨;堩;堫;姛;;;;;;;;;;;;;;;;;;;;
堾堿塀塁塂塃塅塆;塇塈塉塊塋塎塏娍;;;;;;堭;堮;堯;報;堲;堳;場;堶;堷;堸;堹;堺;堻;堼;堽;姱;;;;;;;;;;;;;;;;;;;;
塒塓塕塖塗塙塚塛;塜塝塟塠塡塢塣娤;;;;;;堾;堿;塀;塁;塂;塃;塅;塆;塇;塈;塉;塊;塋;塎;塏;娍;;;;;;;;;;;;;;;;;;;;
塦塧塨塩塪塭塮塯;塰塱塲塳塴塵塶娺;;;;;;塒;塓;塕;塖;塗;塙;塚;塛;塜;塝;塟;塠;塡;塢;塣;娤;;;;;;;;;;;;;;;;;;;;
塸塹塺塻塼塽塿墂;墄墆墇墈墊墋墌婏;;;;;;塦;塧;塨;塩;塪;塭;塮;塯;塰;塱;塲;塳;塴;塵;塶;娺;;;;;;;;;;;;;;;;;;;;
墍墎墏墐墑墔墕墖;増墘墛墜墝墠墡婳;;;;;;塸;塹;塺;塻;塼;塽;塿;墂;墄;墆;墇;墈;墊;墋;墌;婏;;;;;;;;;;;;;;;;;;;;
墣墤墥墦墧墪墫墬;墭墮墯墰墱墲墳媉;;;;;;墍;墎;墏;墐;墑;墔;墕;墖;増;墘;墛;墜;墝;墠;墡;婳;;;;;;;;;;;;;;;;;;;;
墵墶墷墸墹墺墻墽;墾墿壀壂壃壄壆媜;;;;;;墣;墤;墥;墦;墧;墪;墫;墬;墭;墮;墯;墰;墱;墲;墳;媉;;;;;;;;;;;;;;;;;;;;
壈壉壊壋壌壍壎壏;壐壒壓壔壖壗壘嫃;;;;;;墵;墶;墷;墸;墹;墺;墻;墽;墾;墿;壀;壂;壃;壄;壆;媜;;;;;;;;;;;;;;;;;;;;
壚壛壜壝壞壟壠壡;壢壣壥壦壧壨壩嫙;;;;;;壈;壉;壊;壋;壌;壍;壎;壏;壐;壒;壓;壔;壖;壗;壘;嫃;;;;;;;;;;;;;;;;;;;;
壭壯壱売壴壵壷壸;壺壻壼壽壾壿夀嫰;;;;;;壚;壛;壜;壝;壞;壟;壠;壡;壢;壣;壥;壦;壧;壨;壩;嫙;;;;;;;;;;;;;;;;;;;;
夃夅夆夈変夊夋夌;夎夐夑夒夓夗夘嬁;;;;;;壭;壯;壱;売;壴;壵;壷;壸;壺;壻;壼;壽;壾;壿;夀;嫰;;;;;;;;;;;;;;;;;;;;
夝夞夠夡夢夣夦夨;夬夰夲夳夵夶夻嬒;;;;;;夃;夅;夆;夈;変;夊;夋;夌;夎;夐;夑;夒;夓;夗;夘;嬁;;;;;;;;;;;;;;;;;;;;
夽夾夿奀奃奅奆奊;奌奍奐奒奓奙奛嬤;;;;;;夝;夞;夠;夡;夢;夣;夦;夨;夬;夰;夲;夳;夵;夶;夻;嬒;;;;;;;;;;;;;;;;;;;;
奝奞奟奡奣奤奦奧;奨奩奪奫奬奭奮嬶;;;;;;夽;夾;夿;奀;奃;奅;奆;奊;奌;奍;奐;奒;奓;奙;奛;嬤;;;;;;;;;;;;;;;;;;;;
奰奱奲奵奷奺奻奼;奾奿妀妅妉妋妌孫;;;;;;奝;奞;奟;奡;奣;奤;奦;奧;奨;奩;奪;奫;奬;奭;奮;嬶;;;;;;;;;;;;;;;;;;;;
妏妐妑妔妕妘妚妛;妜妝妟妠妡妢妦宊;;;;;;奰;奱;奲;奵;奷;奺;奻;奼;奾;奿;妀;妅;妉;妋;妌;孫;;;;;;;;;;;;;;;;;;;;
妧妬妭妰妱妳妴妵;妶妷妸妺妼妽妿宱;;;;;;妏;妐;妑;妔;妕;妘;妚;妛;妜;妝;妟;妠;妡;妢;妦;宊;;;;;;;;;;;;;;;;;;;;
姁姂姃姄姅姇姈姉;姌姍姎姏姕姖姙審;;;;;;妧;妬;妭;妰;妱;妳;妴;妵;妶;妷;妸;妺;妼;妽;妿;宱;;;;;;;;;;;;;;;;;;;;
姞姟姠姡姢姤姦姧;姩姪姫姭姮姯姰専;;;;;;姁;姂;姃;姄;姅;姇;姈;姉;姌;姍;姎;姏;姕;姖;姙;審;;;;;;;;;;;;;;;;;;;;
姲姳姴姵姶姷姸姺;姼姽姾娀娂娊娋尟;;;;;;姞;姟;姠;姡;姢;姤;姦;姧;姩;姪;姫;姭;姮;姯;姰;専;;;;;;;;;;;;;;;;;;;;
娎娏娐娒娔娕娖娗;娙娚娛娝娞娡娢尶;;;;;;姲;姳;姴;姵;姶;姷;姸;姺;姼;姽;姾;娀;娂;娊;娋;尟;;;;;;;;;;;;;;;;;;;;
娦娧娨娪娫娬娭娮;娯娰娳娵娷娸娹屜;;;;;;娎;娏;娐;娒;娔;娕;娖;娗;娙;娚;娛;娝;娞;娡;娢;尶;;;;;;;;;;;;;;;;;;;;
娻娽娾娿婁婂婃婄;婅婇婈婋婌婍婎屵;;;;;;娦;娧;娨;娪;娫;娬;娭;娮;娯;娰;娳;娵;娷;娸;娹;屜;;;;;;;;;;;;;;;;;;;;
婐婑婒婓婔婖婗婘;婙婛婜婝婞婟婠岋;;;;;;娻;娽;娾;娿;婁;婂;婃;婄;婅;婇;婈;婋;婌;婍;婎;屵;;;;;;;;;;;;;;;;;;;;
婡婣婤婥婦婨婩婫;婬婭婮婯婰婱婲峅;;;;;;婐;婑;婒;婓;婔;婖;婗;婘;婙;婛;婜;婝;婞;婟;婠;岋;;;;;;;;;;;;;;;;;;;;
婸婹婻婼婽婾媀媁;媂媃媄媅媆媇媈峗;;;;;;婡;婣;婤;婥;婦;婨;婩;婫;婬;婭;婮;婯;婰;婱;婲;峅;;;;;;;;;;;;;;;;;;;;
媊媋媌媍媎媏媐媑;媓媔媕媖媗媘媙峯;;;;;;婸;婹;婻;婼;婽;婾;媀;媁;媂;媃;媄;媅;媆;媇;媈;峗;;;;;;;;;;;;;;;;;;;;
媝媞媟媠媡媢媣媤;媥媦媧媨媩媫媬崗;;;;;;媊;媋;媌;媍;媎;媏;媐;媑;媓;媔;媕;媖;媗;媘;媙;峯;;;;;;;;;;;;;;;;;;;;
媭媮媯媰媱媴媶媷;媹媺媻媼媽媿嫀崯;;;;;;媝;媞;媟;媠;媡;媢;媣;媤;媥;媦;媧;媨;媩;媫;媬;崗;;;;;;;;;;;;;;;;;;;;
嫄嫅嫆嫇嫈嫊嫋嫍;嫎嫏嫐嫑嫓嫕嫗嵂;;;;;;媭;媮;媯;媰;媱;媴;媶;媷;媹;媺;媻;媼;媽;媿;嫀;崯;;;;;;;;;;;;;;;;;;;;
嫚嫛嫝嫞嫟嫢嫤嫥;嫧嫨嫪嫬嫭嫮嫯嵖;;;;;;嫄;嫅;嫆;嫇;嫈;嫊;嫋;嫍;嫎;嫏;嫐;嫑;嫓;嫕;嫗;嵂;;;;;;;;;;;;;;;;;;;;
